source,correction,domain
Гинекологический анамнез:  : менопауза,Гинекологический анамнез:  : менопауза,MedSpellChecker
Хронические заболевания в анамнезе  : ГБ: С 1998г,Хронические заболевания в анамнезе  : ГБ: С 1998 г,MedSpellChecker
Хронические заболевания в анамнезе  : ГБ   Наследственность:  не отягощена   Страховой анамнез:  не работает   Аллергологический анамнез  : без особенностей   Вредные привычки:  : отрицает,Хронические заболевания в анамнезе: ГБ. Наследственность: не отягощена. Страховой анамнез: не работает. Аллергологический анамнез: без особенностей. Вредные привычки: отрицает,MedSpellChecker
Хронические заболевания в анамнезе  : Практически здоров: ГБ: около 5 лет   Наследственность:  не отягощена   Страховой анамнез:  работает; больничный лист есть   Аллергологический анамнез  : без особенностей   Вредные привычки:  курение более 1 пачки в день   Профессиональные вредности  директор,Хронические заболевания в анамнезе  : Практически здоров: ГБ: около 5 лет   Наследственность:  не отягощена   Страховой анамнез:  работает; больничный лист есть   Аллергологический анамнез  : без особенностей   Вредные привычки:  курение более 1 пачки в день   Профессиональные вредности  директор,MedSpellChecker
Язвенная болезнь желудка,Язвенная болезнь желудка.,MedSpellChecker
"Хронические заболевания в анамнезе  : ГБ; ИБС; стенокардия напряжения; хроническая обструктивная болезнь легких   Наследственность:  не отягощена   Страховой анамнез:  работает; больничный лист есть   Аллергологический анамнез  : без особенностей   Вредные привычки:  курение менее 1 пачки в день   Профессиональные вредности  отрицает   Образ жизни  : бытовые условия удовлетворительные; питание регулярное, разнообразное; гиподинамия","Хронические заболевания в анамнезе : ГБ; ИБС; стенокардия напряжения; хроническая обструктивная болезнь лёгких Наследственность: не отягощена Страховой анамнез: работает; больничный лист есть Аллергологический анамнез : без особенностей Вредные привычки: курение менее 1 пачки в день Профессиональные вредности отрицает Образ жизни : бытовые условия удовлетворительные; питание регулярное, разнообразное; гиподинамия",MedSpellChecker
Аллергологический анамнез   : не отягощен  ЖКБ,Аллергологический анамнез   : не отягощён  ЖКБ,MedSpellChecker
"Перенесенные состояния:  операции:, травмы отрицает","Перенесённые состояния: операции, травмы отрицает",MedSpellChecker
Занимался различными видами спорта в молодые годы,Занимался различными видами спорта в молодые годы,MedSpellChecker
Б/л нужен с 06.10.2015,Б/л нужен с 06.10.2015.,MedSpellChecker
"Наследственность:  заболевания у родственников отец: онкология, мать: сахарный диабет   Страховой анамнез:  работает; больничный лист нет; дата выдачи больничного листа 23.09.2012   Аллергологический анамнез  : аллергия на: анальгин   Вредные привычки:  отрицает; курение   Профессиональные вредности  отрицает   Образ жизни  : бытовые условия удовлетворительные; питание регулярное; гиподинамия","Наследственность:  заболевания у родственников отец: онкология, мать: сахарный диабет   Страховой анамнез:  работает; больничный лист нет; дата выдачи больничного листа 23.09.2012   Аллергологический анамнез  : аллергия на: анальгин   Вредные привычки:  отрицает; курение   Профессиональные вредности  отрицает   Образ жизни  : бытовые условия удовлетворительные; питание регулярное; гиподинамия",MedSpellChecker
Рассечение спаек в связи с ОКН в 1998г,Рассечение спаек в связи с ОКН в 1998 г,MedSpellChecker
"Псиориз, распространенная кожная форма","Псориаз, распространённая кожная форма",MedSpellChecker
"затем -еще 2 ИМ, мать: ОНМК   Страховой анамнез:  не работает; больничный лист нет   Аллергологический анамнез  : аллергия на: сыпь в течение 1 года - на что не знает фотодерматоз   Вредные привычки:  отрицает   Профессиональные вредности  отрицает","затем - ещё 2 ИМ, мать: ОНМК. Страховой анамнез: не работает; больничный лист: нет. Аллергологический анамнез: аллергия на: сыпь в течение 1 года - на что не знает, фотодерматоз. Вредные привычки: отрицает. Профессиональные вредности: отрицает",MedSpellChecker
Левосторонняя пирамидная недостаточность,Левосторонняя пирамидная недостаточность,MedSpellChecker
Хронические заболевания в анамнезе  : Гастрит вне обострения; МКБ хронический пиелонефрит,Хронические заболевания в анамнезе: гастрит вне обострения; МКБ: хронический пиелонефрит.,MedSpellChecker
"Наследственность:  заболевания у родственников отец: ИМ в возрасте 40 лет, мать: ГБ, ИМ    Страховой анамнез:  работает; больничный лист не нужен    Аллергологический анамнез  : без особенностей    Вредные привычки:  отрицает; курение бросил, ранее - 1 пачка в день в течение 20 лет    Образ жизни  : В ВС служил (ПВО","Наследственность:  заболевания у родственников отец: ИМ в возрасте 40 лет, мать: ГБ, ИМ    Страховой анамнез:  работает; больничный лист не нужен    Аллергологический анамнез  : без особенностей    Вредные привычки:  отрицает; курение бросил, ранее - 1 пачка в день в течение 20 лет    Образ жизни  : В ВС служил (ПВО",MedSpellChecker
ДДЗП шейно-грудного отдела позвоночника,ДДЗП шейно-грудного отдела позвоночника,MedSpellChecker
"Образование среднее, работала продовцом, в настоящее время работает уборщицей","Образование среднее, работала продавцом, в настоящее время работает уборщицей",MedSpellChecker
Перенесенные состояния:  операции: отрицает   Хронические заболевания в анамнезе  : ГБ; ИБС; стенокардия напряжения; хроническая обструктивная болезнь легких; аденома предст,Перенесённые состояния: операции: отрицает. Хронические заболевания в анамнезе: ГБ; ИБС; стенокардия напряжения; хроническая обструктивная болезнь лёгких; аденома предст,MedSpellChecker
Перенесенные заболевания кроме детских инфекций отрицает,Перенесённые заболевания кроме детских инфекций отрицает,MedSpellChecker
Наследственность:  : не отягощена,Наследственность: не отягощена,MedSpellChecker
Нарушение толерантности кглюкозе,Нарушение толерантности к глюкозе,MedSpellChecker
"Хронические заболевания в анамнезе  : хроническая обструктивная болезнь легких: Хронич бронхит курильщика    Наследственность:  заболевания у родственников отец: ОИМ, мать: ОИМ, ОНМК    Страховой анамнез:  ; больничный лист нет; дата выдачи больничного листа 02.10.2014    Аллергологический анамнез  : без особенностей    Вредные привычки:  курение более 1 пачки в день; алкоголь накануне","Хронические заболевания в анамнезе  : хроническая обструктивная болезнь лёгких: Хронич бронхит курильщика    Наследственность:  заболевания у родственников отец: ОИМ, мать: ОИМ, ОНМК    Страховой анамнез:  ; больничный лист нет; дата выдачи больничного листа 02.10.2014    Аллергологический анамнез  : без особенностей    Вредные привычки:  курение более 1 пачки в день; алкоголь накануне",MedSpellChecker
"Наследственность:  заболевания у родственников отец: лейкоз, умер в 45 лет., мать: ИБС, АГ, ВСС в 40 лет (ИМ","Наследственность:  заболевания у родственников отец: лейкоз, умер в 45 лет., мать: ИБС, АГ, ВСС в 40 лет (ИМ",MedSpellChecker
Профессиональные вредности - нет  Сопутствующия заболевания - ранее ничем не болел,Профессиональные вредности - нет  Сопутствующие заболевания - ранее ничем не болел,MedSpellChecker
"сахарный диабет, бронхиальную асму отрицает","сахарный диабет, бронхиальную астму отрицает",MedSpellChecker
Профессиональные вредности  отрицает   Образ жизни  : бытовые условия удовлетворительные; питание регулярное; занятие спортом: хокей,Профессиональные вредности: отрицает. Образ жизни: бытовые условия удовлетворительные; питание регулярное; занятие спортом: хоккей,MedSpellChecker
участик боевых действий в Чечне,участник боевых действий в Чечне,MedSpellChecker
"Миастения, глазная форма","Миастения, глазная форма",MedSpellChecker
Хронические заболевания в анамнезе  : ГБ; ИБС   Страховой анамнез:  ; больничный лист нет   Аллергологический анамнез  : без особенностей   Вредные привычки:  курение 1 пачка в день,Хронические заболевания в анамнезе: ГБ; ИБС. Страховой анамнез: больничный лист нет. Аллергологический анамнез: без особенностей. Вредные привычки: курение 1 пачка в день,MedSpellChecker
"Гепатит, туберклез - отрицает","Гепатит, туберкулёз - отрицает",MedSpellChecker
"Хронический геморрой, обострение","Хронический геморрой, обострение",MedSpellChecker
ГБ; диффузно-узловой зоб Узловой зоб,ГБ; диффузно-узловой зоб Узловой зоб,MedSpellChecker
Лапороскопическое удаление конкремента првой почки,Лапороскопическое удаление конкремента правой почки,MedSpellChecker
Хронические заболевания в анамнезе  : ГБ: больше 20 лет; ИБС: не страдала; остеохондроз позвоночника; варикозная болезнь вен нижних конечностей; хроническая обструктивная болезнь легких: хронич бронхит курильщика; гастрит хронический   Гинекологический анамнез:  Беременности: 4; Аборты: 1   Наследственность:  не отягощена   Аллергологический анамнез  : без особенностей   Вредные привычки:  курение менее 1 пачки в день; алкоголь только по праздникам,Хронические заболевания в анамнезе: ГБ: больше 20 лет; ИБС: не страдала; остеохондроз позвоночника; варикозная болезнь вен нижних конечностей; хроническая обструктивная болезнь лёгких; хронич бронхит курильщика; гастрит хронический. Гинекологический анамнез: беременности: 4; аборты: 1. Наследственность: не отягощена. Аллергологический анамнез: без особенностей. Вредные привычки: курение менее 1 пачки в день; алкоголь только по праздникам.,MedSpellChecker
"Проконсультироан ревматологом, требует дообследования","Проконсультирован ревматологом, требует дообследования",MedSpellChecker
Живет в Костромской области,Живёт в Костромской области.,MedSpellChecker
Перенесенные состояния:  операции: отрицает,Перенесённые состояния:  операции: отрицает,MedSpellChecker
Синдром сонного Апноэ,Синдром сонного Апноэ,MedSpellChecker
"Остаточные явления ОНМК по ишемическому типу в б. ЛСМА от 01.2014 г в виде легкого правостороннего гемипареза, правосторонней гемигипестезии, моторной афазии","Остаточные явления ОНМК по ишемическому типу в б. ЛСМА от 01.2014 г в виде лёгкого правостороннего гемипареза, правосторонней гемигипестезии, моторной афазии",MedSpellChecker
ОНМК от 2009г,ОНМК от 2009 г.,MedSpellChecker
1 ребенок,1 ребёнок,MedSpellChecker
"Бронхиальная астма смешанного генеза, легкое течение, вне обострения","Бронхиальная астма смешанного генеза, лёгкое течение, вне обострения",MedSpellChecker
"Перенесенные состояния:  Стентирование ПВСА в 2008 г, ОИМ в 2009 г, АКШ в 2009 г,   Хронические заболевания в анамнезе  : ГБ; ИБС; стенокардия напряжения; облитерирующий атеросклероз БЦА   Наследственность:  не отягощена   Страховой анамнез:  работает; больничный лист нет   Аллергологический анамнез  : без особенностей   Вредные привычки:  курение 1 пачка в день   Профессиональные вредности  отрицает   Образ жизни  : бытовые условия удовлетворительные; питание регулярное, разнообразное; занятие спортом","Перенесённые состояния:  Стентирование ПВСА в 2008 г, ОИМ в 2009 г, АКШ в 2009 г,   Хронические заболевания в анамнезе  : ГБ; ИБС; стенокардия напряжения; облитерирующий атеросклероз БЦА   Наследственность:  не отягощена   Страховой анамнез:  работает; больничный лист нет   Аллергологический анамнез  : без особенностей   Вредные привычки:  курение 1 пачка в день   Профессиональные вредности  отрицает   Образ жизни  : бытовые условия удовлетворительные; питание регулярное, разнообразное; занятие спортом",MedSpellChecker
"Заболевания легких, печени и почек отрицает","Заболевания лёгких, печени и почек отрицает",MedSpellChecker
Курит более 20 лет по 1-2 пачке в день,Курит более 20 лет по 1-2 пачке в день,MedSpellChecker
Перенесенные состояния:  операции Аппендэктомия: в детстве   Гинекологический анамнез:  Менопауза: с 50 лет   Наследственность:  заболевания у родственников мать: ГБ   Страховой анамнез:  работает; больничный лист есть; дата выдачи больничного листа 25.02.2013   Аллергологический анамнез  : без особенностей   Вредные привычки:  отрицает   Образ жизни  : бытовые условия удовлетворительные; гиподинамия,Перенесённые состояния:  операции Аппендэктомия: в детстве   Гинекологический анамнез:  Менопауза: с 50 лет   Наследственность:  заболевания у родственников мать: ГБ   Страховой анамнез:  работает; больничный лист есть; дата выдачи больничного листа 25.02.2013   Аллергологический анамнез  : без особенностей   Вредные привычки:  отрицает   Образ жизни  : бытовые условия удовлетворительные; гиподинамия,MedSpellChecker
Перенесенные состояния:  операции: в детстве по поводу грыжи и остеомиелита подвздошной кости,Перенесённые состояния:  операции: в детстве по поводу грыжи и остеомиелита подвздошной кости,MedSpellChecker
"Перенесенные состояния:   травмы переломы: левой руки три недели назад    Хронические заболевания в анамнезе  : ГБ: никогда не измерял; облитерирующий атеросклероз артерий нижних конечностей; хроническая обструктивная болезнь легких; гастрит хронический; клещевой боррелиоз в 2008г    Наследственность:  не отягощена    Аллергологический анамнез  : без особенностей    Вредные привычки:  курение более 1 пачки в день; алкоголь злоупотребление, последний прием -коньяка 250 мг 04.10.14, сегодня -пиво 0,33  Эпиданамнез-боррелиоз 2008г","Перенесённые состояния: травмы переломы: левой руки три недели назад. Хронические заболевания в анамнезе: ГБ: никогда не измерял; облитерирующий атеросклероз артерий нижних конечностей; хроническая обструктивная болезнь лёгких; гастрит хронический; клещевой боррелиоз в 2008 г. Наследственность: не отягощена. Аллергологический анамнез : без особенностей. Вредные привычки: курение более 1 пачки в день; алкоголь злоупотребление, последний приём – коньяка 250 мг 04.10.14, сегодня – пиво 0,33. Эпиданамнез – боррелиоз 2008 г.",MedSpellChecker
Перенесенные состояния:  операции: аппендэктомия в молодом возрасте,Перенесённые состояния:  операции: аппендэктомия в молодом возрасте,MedSpellChecker
Работает старшим научным сотрудником в государственном Русском музее СПб,Работает старшим научным сотрудником в государственном Русском музее СПб,MedSpellChecker
"заболевания: геморрой, без эпизодов кровотечений","заболевания: геморрой, без эпизодов кровотечений",MedSpellChecker
Ампутация левой голени в 2009г,Ампутация левой голени в 2009 г,MedSpellChecker
С 1980г,С 1980 г,MedSpellChecker
хроническая обструктивная болезнь легких   Наследственность:  не отягощена   Аллергологический анамнез  : без особенностей   Вредные привычки:  курение редко; алкоголь умеренно   Профессиональные вредности  отрицает   Образ жизни  : бытовые условия удовлетворительные; питание регулярное,Хроническая обструктивная болезнь лёгких. Наследственность: не отягощена. Аллергологический анамнез: без особенностей. Вредные привычки: курение редко; алкоголь умеренно. Профессиональные вредности отрицает. Образ жизни: бытовые условия удовлетворительные; питание регулярное.,MedSpellChecker
"Хроничсекий бронхит, ремиссия; В 1995г","Хронический бронхит, ремиссия; В 1995 г",MedSpellChecker
Занимался футболом ( КМС ) до 1990 г. Работал модельщиком на заводе,Занимался футболом ( КМС ) до 1990 г. Работал модельщиком на заводе,MedSpellChecker
"ТИА, 2005г","ТИА, 2005 г",MedSpellChecker
Наследственность:  заболевания у родственников отец: в 62 года умер (внезапная сердечная смерть)   Страховой анамнез:  работает; больничный лист нет; дата выдачи больничного листа 12.03.2013   Аллергологический анамнез  : без особенностей   Вредные привычки:  курение 1 пачка в день,Наследственность:  заболевания у родственников отец: в 62 года умер (внезапная сердечная смерть)   Страховой анамнез:  работает; больничный лист нет; дата выдачи больничного листа 12.03.2013   Аллергологический анамнез  : без особенностей   Вредные привычки:  курение 1 пачка в день,MedSpellChecker
"Гинекологический анамнез:  Менопауза: с 45 лет    Наследственность:  не отягощена    Страховой анамнез:  не работает; больничный лист не нужен    Аллергологический анамнез  : аллергия на:: анальгин, баралгин медикаменты анальгин - крапивница, отек Квинке    Вредные привычки:  отрицает","Гинекологический анамнез: менопауза: с 45 лет. Наследственность: не отягощена. Страховой анамнез: не работает; больничный лист не нужен. Аллергологический анамнез: аллергия на: анальгин, баралгин; медикаменты: анальгин - крапивница, отёк Квинке. Вредные привычки: отрицает.",MedSpellChecker
  Перенесенные состояния: травмы черепно-мозговая травма: отрицает,Перенесённые состояния: травмы черепно-мозговая травма: отрицает,MedSpellChecker
"Хронические заболевания в анамнезе  : остеохондроз позвоночника; образование щитовидной железы, состояние после резекции правой молочно йжелезы 2008г   Наследственность:  не отягощена   Страховой анамнез:  не работает   Аллергологический анамнез  : без особенностей   Вредные привычки:  отрицает   Профессиональные вредности  нет","Хронические заболевания в анамнезе: остеохондроз позвоночника; образование щитовидной железы, состояние после резекции правой молочной железы 2008 г. Наследственность: не отягощена. Страховой анамнез: не работает.  Аллергологический анамнез: без особенностей. Вредные привычки: отрицает. Профессиональные вредности: нет",MedSpellChecker
"Хронические заболевания в анамнезе  : ЯБ, СД, БА, туберкулез, гепатит - отрицает","Хронические заболевания в анамнезе: ЯБ, СД, БА, туберкулёз, гепатит - отрицает.",MedSpellChecker
"Хронические заболевания в анамнезе  : Сахарный диабет 2 типа, компенсирован, на фоне ССТ; Гастрит вне обострения; остеохондроз позвоночника: с вторичным болевым синдромом; варикозная болезнь вен нижних конечностей; хроническая обструктивная болезнь легких: Хронический бронхит, бронхиальная астма; МКБ хронический пиелонефрит; ЖКБ: хронический холецистит, хр","Хронические заболевания в анамнезе  : Сахарный диабет 2 типа, компенсирован, на фоне ССТ; Гастрит вне обострения; остеохондроз позвоночника: с вторичным болевым синдромом; варикозная болезнь вен нижних конечностей; хроническая обструктивная болезнь лёгких: Хронический бронхит, бронхиальная астма; МКБ хронический пиелонефрит; ЖКБ: хронический холецистит, хр",MedSpellChecker
"Плохо переносит - стероиды, метотрексат","Плохо переносит - стероиды, метотрексат",MedSpellChecker
"сахарный диабет, заболевания легких, печени, почек, язвенную болезнь, кровотечения в анамнезе отрицает","сахарный диабет, заболевания лёгких, печени, почек, язвенную болезнь, кровотечения в анамнезе отрицает",MedSpellChecker
"Туберкулез, гепатит В,С – отрицает","Туберкулёз, гепатит В, С – отрицает.",MedSpellChecker
Аллергологический анамнез   : не отягощен    Вредные привычки:  курение 1 пачка в день= 30 лет,Аллергологический анамнез   : не отягощён    Вредные привычки:  курение 1 пачка в день= 30 лет,MedSpellChecker
"Туберкулёзом, малярией не болел","Туберкулёзом, малярией не болел",MedSpellChecker
Работала преподавателем,Работала преподавателем,MedSpellChecker
Наследственность:  заболевания у родственников отец: умер от ОИМ      Аллергологический анамнез   : не отягощен    Образ жизни  : бытовые условия удовлетворительные; питание регулярное,Наследственность:  заболевания у родственников отец: умер от ОИМ      Аллергологический анамнез   : не отягощён    Образ жизни  : бытовые условия удовлетворительные; питание регулярное,MedSpellChecker
"Перенесенные состояния:  Плеврит с дренированием в 2001 году   Хронические заболевания в анамнезе  : ИБС   Наследственность:  заболевания у родственников мать: смерть от ИМ в возрасте 55 лет   Страховой анамнез:  работает; больничный лист нет; дата выдачи больничного листа 12.04.2013   Аллергологический анамнез  : аллергия на: пищевые продукты печень трески   Вредные привычки:  курение 1 пачка в день, стаж курения 13 лет   Профессиональные вредности  отрицает   Образ жизни  : бытовые условия удовлетворительные; питание регулярное","Перенесённые состояния: плеврит с дренированием в 2001 году. Хронические заболевания в анамнезе: ИБС. Наследственность: заболевания у родственников: мать: смерть от ИМ в возрасте 55 лет. Страховой анамнез: работает; больничный лист - нет; дата выдачи больничного листа 12.04.2013. Аллергологический анамнез: аллергия на: пищевые продукты - печень трески. Вредные привычки: курение 1 пачка в день, стаж курения 13 лет. Профессиональные вредности отрицает. Образ жизни: бытовые условия удовлетворительные; питание регулярное.",MedSpellChecker
Перенесенные состояния:  травмы переломы: голени - правой давно  операции: отрицает  Респираторные заболевания   Хронические заболевания в анамнезе  : ГБ; ИБС; стенокардия напряжения; облитерирующий атеросклероз артерий нижних конечностей; язвенная болезнь желудка ремиссия; хр Панкреатит,Перенесённые состояния:  травмы переломы: голени - правой давно  операции: отрицает  Респираторные заболевания   Хронические заболевания в анамнезе  : ГБ; ИБС; стенокардия напряжения; облитерирующий атеросклероз артерий нижних конечностей; язвенная болезнь желудка ремиссия; хр Панкреатит,MedSpellChecker
"На фоне проводимой терапии состояния больного улучшилось, регрессирована общемозговая симптоматика обусловленная отеком головного мозга, уменьшились проявления синдрома Дресслера","На фоне проводимой терапии состояния больного улучшилось, регрессирована общемозговая симптоматика обусловленная отёком головного мозга, уменьшились проявления синдрома Дресслера",MedSpellChecker
Тугоухость   Гинекологический анамнез:  Менопауза: 5 лет   Наследственность:  не отягощена   Страховой анамнез:  ; больничный лист нет   Аллергологический анамнез  : без особенностей   Вредные привычки:  отрицает   Образ жизни  : питание регулярное,Тугоухость   Гинекологический анамнез:  Менопауза: 5 лет   Наследственность:  не отягощена   Страховой анамнез:  ; больничный лист нет   Аллергологический анамнез  : без особенностей   Вредные привычки:  отрицает   Образ жизни  : питание регулярное,MedSpellChecker
"Туберкулез, гепатит – отрицает","Туберкулёз, гепатит – отрицает",MedSpellChecker
"заболевания легких, почек, кровотечения отрицает","заболевания лёгких, почек, кровотечения отрицает",MedSpellChecker
Перенесенные состояния:  травмы переломы: левой кисти в детстве,Перенесённые состояния: травмы переломы: левой кисти в детстве,MedSpellChecker
Перенесенные состояния:  операции Аппендэктомия: в юности   Хронические заболевания в анамнезе  : ГБ; ИБС: ПИКС 08.08.13; стенокардия напряжения и покоя; варикозная болезнь вен нижних конечностей флебэктомия больше 10 лет назад; гастрит хронический   Наследственность:  не отягощена   Аллергологический анамнез  : без особенностей   Вредные привычки:  отрицает   Профессиональные вредности  отрицает,"Перенесённые состояния: операции: аппендэктомия: в юности. Хронические заболевания в анамнезе: ГБ; ИБС: ПИКС 08.08.13; стенокардия напряжения и покоя; варикозная болезнь вен нижних конечностей, флебэктомия больше 10 лет назад; гастрит хронический. Наследственность: не отягощена. Аллергологический анамнез: без особенностей. Вредные привычки: отрицает. Профессиональные вредности: отрицает",MedSpellChecker
Хронические заболевания в анамнезе  : ГБ; ИБС; стенокардия напряжения; хроническая обструктивная болезнь легких; хронический пиелонефрит: вне обострения,Хронические заболевания в анамнезе: ГБ; ИБС; стенокардия напряжения; хроническая обструктивная болезнь лёгких; хронический пиелонефрит: вне обострения,MedSpellChecker
Аллергологический анамнез - споокйный,Аллергологический анамнез - спокойный,MedSpellChecker
варикозная болезнь вен нижних конечностей; 1994г,варикозная болезнь вен нижних конечностей; 1994 г.,MedSpellChecker
"Хронические заболевания в анамнезе  : ГБ    Наследственность:  не отягощена    Страховой анамнез:  работает; больничный лист нужен; дата выдачи больничного листа 30.10.2015    Аллергологический анамнез  : аллергия на: медикаменты новокаин: Рвота, головокружение    Вредные привычки:  курение более 1 пачки в день 25 лет, не курит с 2002г","Хронические заболевания в анамнезе: ГБ   Наследственность:  не отягощена    Страховой анамнез:  работает; больничный лист нужен; дата выдачи больничного листа 30.10.2015    Аллергологический анамнез  : аллергия на: медикаменты новокаин: Рвота, головокружение    Вредные привычки:  курение более 1 пачки в день 25 лет, не курит с 2002 г",MedSpellChecker
Хронические заболевания в анамнезе  : ГБ; хроническая обструктивная болезнь легких: хронический бронхит курильщика; гастрит хронический   Аллергологический анамнез  : без особенностей   Вредные привычки:  курение 1 пачка в день,Хронические заболевания в анамнезе  : ГБ; хроническая обструктивная болезнь лёгких: хронический бронхит курильщика; гастрит хронический   Аллергологический анамнез  : без особенностей   Вредные привычки:  курение 1 пачка в день,MedSpellChecker
Хронические заболевания в анамнезе  : Проникающее ножевое ранение живота 20 лет назад,Хронические заболевания в анамнезе  : Проникающее ножевое ранение живота 20 лет назад,MedSpellChecker
"Хронические заболевания в анамнезе  : ГБ    Наследственность:  заболевания у родственников отец: ГБ    Страховой анамнез:  ; больничный лист нужен; дата выдачи больничного листа 11.04.2015    Аллергологический анамнез  : аллергия на: бытовые аллергены книжная пыль, на шерсть кошек    Вредные привычки:  отрицает    Образ жизни  : занятие спортом","Хронические заболевания в анамнезе  : ГБ    Наследственность:  заболевания у родственников отец: ГБ    Страховой анамнез:  ; больничный лист нужен; дата выдачи больничного листа 11.04.2015    Аллергологический анамнез  : аллергия на: бытовые аллергены книжная пыль, на шерсть кошек    Вредные привычки:  отрицает    Образ жизни  : занятие спортом",MedSpellChecker
"Гепатит, туберкулез, венерические заболевания отрицает","Гепатит, туберкулёз, венерические заболевания отрицает",MedSpellChecker
Вредные привычки:  отрицает; алкоголь только по праздникам   Профессиональные вредности  отрицает   Образ жизни  : гиподинамия,Вредные привычки: отрицает; алкоголь только по праздникам. Профессиональные вредности  отрицает. Образ жизни: гиподинамия,MedSpellChecker
